company_name,service_category,certificate_number,found_website,email,phone,website_match_score,contact_score,final_confidence,status,notes
ECLIPSE ENERGY SERVICES TECHNOLOGY LIMITED,Services and Support,NCEC/SS-C-5/7446,https://eclipsepower.ng/about,,006 2010,68.93,45.0,60.55,review_needed,
ECO PROJECT SERVICES LIMITED,Consultancy Services,NCEC/CS-C-5/8235,https://ecoprojectsltd.org.ng/,,,76.79,0.0,49.91,review_needed,
ECOMAHN LIMITED,Procurement and Supplies,NCEC/PS-C-5/9183,https://ecomahn.com/,info@ecomahn.com,+234 (0) 806 485 3994,90.0,97.0,92.45,auto_accept,
ED CARLETON ENERGY LIMITED,Non Moveable Assets,NCEC/DA-C-5/9266,https://www.edcarletonenergy.com/about-us,info@edcarletonenergy.com,+2347034101115,88.55,87.0,88.01,auto_accept,
EDDYNCO NIGERIA LIMITED,Non Moveable Assets,NCEC/DA-C-5/9204,https://edonnigltd.org/,edon2005@gmail.com,03-376-8254 803-376-8254,19.23,78.0,39.8,no_match,
EDEMAC SERVICES TECHNOLOGY LIMITED,Quality Control Inspection and Testing,NCEC/QS-C-5/8897,https://edemacservices.com/about_us.html,info@edemacservices.com,+234 (0)8037077247,90.0,96.0,92.1,auto_accept,
EDEMX ENERGY INTERNATIONAL LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/7227,https://edemxenergy.com/,info@edemxenergy.com,+2349115926268,64.47,98.0,76.21,review_needed,
EDEMX ENERGY INTERNATIONAL LIMITED,Non Moveable Assets,NCEC/DA-C-5/9216,https://edemxenergy.com/,info@edemxenergy.com,+2349115926268,61.14,98.0,74.04,review_needed,
EDGE CONSTRUCTION LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/8923,https://www.edgeconstruction-inc.com/,precon@edgeconstruction-inc.com,,77.88,60.0,71.62,review_needed,
EDGEBASE TECHNOLOGIES LIMITED,Consultancy Services,NCEC/CS-C-5/8964,https://edgebasetech.com/,info@edgebasetech.com,234) 802 999 9871,66.25,97.0,77.01,review_needed,
EDGENET CONSULTING LIMITED,Procurement and Supplies,NCEC/PS-C-5/9211,https://edgenetgroup.com/,,+234-(0) 708 222 2295,81.05,35.0,64.93,auto_accept,
EDIONSEL ENGINEERING LIMITED,Consultancy Services,NCEC/CS-C-5/8145,https://www.zoominfo.com/c/edionsel-engineering-ltd/363329264,,,80.45,0.0,52.29,auto_accept,
EDIONSEL ENGINEERING LIMITED,Procurement and Supplies,NCEC/PS-C-5/8281,https://www.zoominfo.com/c/edionsel-engineering-ltd/363329264,,,80.45,0.0,52.29,auto_accept,
EDUKSCO GLOBAL SYNERGY SERVICES LTD,Non Moveable Assets,NCEC/DA-C-5/9404,https://synergygbl.com/,contact@synergygbl.com,,30.41,50.0,37.27,no_match,
EDURNS GLOBAL RESOURCES NIGERIA LIMITED,Non Moveable Assets,NCEC/DA-C-5/9059,https://gems-nigeria.com/,info@gems-nigeria.com,+2348057768116,35.16,98.0,57.15,no_match,
EFADA NIGERIA LIMITED,Procurement and Supplies,NCEC/PS-C-5/7772,https://efadalimited.com/,,,90.0,10.0,62.0,auto_accept,
EFFECTS NIGERIA LIMITED,Procurement and Supplies,NCEC/PS-C-5/7983,https://www.cartercenter.org/country/nigeria/,,,53.93,10.0,38.55,no_match,
EGBA SPLIT CLAMPS LIMITED,Fabrication and Construction,NCEC/FC-C-5/5879,https://www.egbaclamp.com/quality.php,info@egbaclamp.com,+234) 803-455-1417,80.0,78.0,79.3,auto_accept,
EGOBASE GLOBAL LIMITED,Consultancy Services,NCEC/CS-C-5/8122,https://egobaseglobal.com/,info@egobaseglobal.com,+234 8183600290,88.85,97.0,91.7,auto_accept,
EGOBASE GLOBAL LIMITED,Quality Control Inspection and Testing,NCEC/QS-C-5/7294,https://egobaseglobal.com/,info@egobaseglobal.com,+234 8183600290,86.35,97.0,90.08,auto_accept,
EGRY ENGINEERING LIMITED,Quality Control Inspection and Testing,NCEC/QS-C-5/8206,https://eel.com.ng/,info@eel.com.ng,+234-8034338689,82.5,98.0,87.92,auto_accept,
EGS ENERGY NIGERIA LTD,Procurement and Supplies,NCEC/PS-C-5/8329,https://www.egsenergyng.com/,sales@egsenergyng.com,+234 817 834 8814,89.21,96.0,91.59,auto_accept,
EJEO INVESTMENTS LIMITED,Consultancy Services,NCEC/CS-C-5/8338,https://ejeoinvestments.com/,info@ejeoinvestments.com,+2348140000911,89.0,98.0,92.15,auto_accept,
EJOVI OFFSHORE LIMITED,Fabrication and Construction,NCEC/FC-C-5/5328,https://ejovigroup.com/,info@ejovigroup.com,+234 915 659 8560,85.59,88.0,86.43,auto_accept,
EKA ENERGIES LIMITED,Procurement and Supplies,NCEC/PS-C-5/7207,https://www.ekoenergies.com/about-us,,,36.13,0.0,23.48,no_match,
EKCLEEN INTEGRATED SERVICES NIG LTD,Consultancy Services,NCEC/CS-C-5/7738,https://nitda.gov.ng/wp-content/uploads/2022/02/Updated-IICP-List-1.pdf,info@nitda.gov.ng,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 507 507 507 507 507 507 507 507 507 507,19.33,97.0,46.51,no_match,
EKHIAM VENTURES LIMITED,Consultancy Services,NCEC/CS-C-5/9244,https://ekhiamventuresltd.com/,info@ekhiamventuresltd.com,+234 (0) 704 766 9767,89.48,78.0,85.46,auto_accept,
Eklosim Limited,Procurement and Supplies,NCEC/PS-C-5/8880,http://www.eklosim.com/Contact.html,,,85.0,0.0,55.25,auto_accept,
EL STYLISH COLLECTION LIMITED,Manufacturing and Related Services,NCEC/MS-C-5/4617,https://aleshycollections.store/,hello@aleshycollections.store,234 08105218605,46.48,88.0,61.01,no_match,
EL-CHAY OPTIMUM SERVICES LIMITED,Non Moveable Assets,NCEC/DA-C-5/7566,https://www.optimumresources.com.ng/,,,34.77,0.0,22.6,no_match,
EL-ROI GLOBAL SERVICES LIMITED,Non Moveable Assets,NCEC/DA-C-5/8051,https://el-roiglobal.com/contact-us/,,,61.25,0.0,39.81,review_needed,
ELEKING W.W SERVICES LIMTED,Fabrication and Construction,NCEC/FC-C-5/6424,https://elekinggroup.com.ng/,,,40.73,0.0,26.47,no_match,
ELITE AIRWINGS & LOGISTICS SERVICES LTD,Consultancy Services,NCEC/CS-C-5/7613,https://eliteaviationservice.com/,,024-05-22,36.71,25.0,32.61,no_match,
ELKARINO NIGERIA LIMITED,Procurement and Supplies,NCEC/PS-C-5/8016,https://elkarinonigerialtd.com/home.html,,,85.0,0.0,55.25,auto_accept,
ELLASOT LIMITED,Procurement and Supplies,NCEC/PS-C-5/8921,https://ellasotlimited.com/about-us/,,,80.0,0.0,52.0,auto_accept,
ELOMARVS INTEGRATED RESOURCES LIMITED,Non Moveable Assets,NCEC/DA-C-5/9259,https://www.elomarvs.com/,info@elomarvs.com,08034697848,85.0,98.0,89.55,auto_accept,
ELPER OILFIELD ENGINEERING (NIGERIA) LIMITED,Quality Control Inspection and Testing,NCEC/QS-C-5/9571,https://www.elpernigeria.com/our-services/quality-assurance-control/,,,64.13,10.0,45.18,review_needed,
ELSHCON NIGERIA LIMITED,Non Moveable Assets,NCEC/DA-C-5/8475,https://elshcon.com/,info@elshcon.com,+234 803 3107554,85.0,98.0,89.55,auto_accept,
ELSHCON NIGERIA LIMITED,Fabrication and Construction,NCEC/FC-C-5/8647,https://elshcon.com/,info@elshcon.com,+234 803 3107554,95.0,98.0,96.05,auto_accept,
ELTEM Support & Services Limited,Consultancy Services,NCEC/CS-C-5/7601,https://eltem-group.com/,services@eltem-group.com,234) 805-174-0496,87.0,98.0,90.85,auto_accept,
ELVIMEX NIGERIA LIMITED,Consultancy Services,NCEC/CS-C-5/9672,https://www.zoominfo.com/c/elvimex-qc-llc/537523699,,,50.23,0.0,32.65,no_match,
ELVIMEX NIGERIA LIMITED,Non Moveable Assets,NCEC/DA-C-5/9643,https://www.zoominfo.com/c/elvimex-qc-llc/537523699,,,72.73,0.0,47.27,review_needed,
EMADEB ENERGY SERVICES LIMITED,Non Moveable Assets,NCEC/DA-C-5/8028,https://emadebenergygroup.com/,info@emadebenergygroup.com,+234) 201 453 5037 (,84.4,98.0,89.16,auto_accept,
EMADEB ENERGY SERVICES LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/8034,https://emadebenergygroup.com/,info@emadebenergygroup.com,+234) 201 453 5037 (,87.73,98.0,91.32,auto_accept,
EMALUJI GLOBAL NIG. LTD,Fabrication and Construction,NCEC/FC-C-5/5207,https://www.emalfglobalinvestment.com.ng/,info@emalfglobalinvestment.com.ng,+234 909 878 8639,34.0,97.0,56.05,no_match,
EMAN ENGINEERING AND CONSTRUCTION COMPANY LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/9597,https://eman-engineering.com/about-us/,info@eman-engineering.com,+2348122229819,74.17,87.0,78.66,review_needed,
EMCAH OIL & GAS LIMITED,Fabrication and Construction,NCEC/FC-C-5/5187,http://emcahoilandgas.com/,info@emcahoilandgas.com,+2348055207617,49.77,86.0,62.45,no_match,
EMCAH OIL & GAS LIMITED,Consultancy Services,NCEC/CS-C-5/7233,http://emcahoilandgas.com/,info@emcahoilandgas.com,+2348055207617,54.77,86.0,65.7,no_match,
EMCAH OIL & GAS LIMITED,Procurement and Supplies,NCEC/PS-C-5/7254,http://emcahoilandgas.com/,info@emcahoilandgas.com,+2348055207617,44.77,86.0,59.2,no_match,
EMCO OILFIELD SERVICES LIMITED,Procurement and Supplies,NCEC/PS-C-5/8670,https://emcoservices.com/,info@emcoservices.com,+234 1 815 1539,72.89,96.0,80.98,review_needed,
EMERALD ENGINEERING FZE LIMITED,Procurement and Supplies,NCEC/PS-C-5/8943,https://emeraldcfze.com/about-us/,,,42.44,10.0,31.09,no_match,
EMINAD NIGERIA LIMITED,Services and Support,NCEC/SS-C-5/7546,https://eminadnigltd.com.ng/,info@eminadnigltd.com.ng,08075101935,90.0,88.0,89.3,auto_accept,
EMIT ENERGY LTD,Services and Support,NCEC/SS-C-5/8120,https://emitenergies.com/,,,56.0,0.0,36.4,no_match,
EMOCOM TECHNOLOGIES AND CONSULTING LIMITED,Consultancy Services,NCEC/CS-C-5/8031,https://emocomgroup.com/who-we-are/,,,70.59,0.0,45.88,review_needed,
EMOCOM TECHNOLOGIES AND CONSULTING LIMITED,Procurement and Supplies,NCEC/PS-C-5/7718,https://emocomgroup.com/who-we-are/,,,70.59,0.0,45.88,review_needed,
EMTOBI MULTI SERVICES NIG. LTD,Construction and Movable Equipment,NCEC/EC-C-5/7671,https://www.source4industries.com/collections/electric-material-handling-equipment,sales@source4industries.com,00 (866) 734-8848,28.01,87.0,48.66,no_match,
EMVAL NIGERIA LIMITED,Services and Support,NCEC/SS-C-5/8077,https://emval.net/,info@emval.net,+234 (0) 811 561 8888,95.0,98.0,96.05,auto_accept,
EN GRACO OILFIELD SERVICES CO. LIMITED,Services and Support,NCEC/SS-C-5/7894,https://engracooilfield.com/,,,78.45,0.0,50.99,review_needed,
EN NINO NIGERIA LIMITED,Procurement and Supplies,NCEC/PS-C-5/9232,https://ennino.com/,info@ennino.com,+234 8035426503,82.5,98.0,87.92,auto_accept,
ENCAPSULATE NIGERIA LIMITED,Fabrication and Construction,NCEC/FC-C-5/5831,https://www.encapsulateltd.com/abt.html,info@encapsulateltd.com,+234 - 08036715805,90.0,98.0,92.8,auto_accept,
ENEL MULTI-CONCEPTS SOLUTION LIMITED,Fabrication and Construction,NCEC/FC-C-5/5302,https://www.enelmulticoncepts.com/,,,46.91,0.0,30.49,no_match,
ENERCO NIGERIA LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/9445,http://www.enerconigeria.net/,,,88.33,0.0,57.41,auto_accept,
ENERGY AND PLANT TECHNOLOGY LIMITED,Consultancy Services,NCEC/CS-C-5/7866,https://www.adexen.com/company/245086,,,45.0,10.0,32.75,no_match,
ENERGY QUEST OILFIELD SERVICES NIGERIA LTD,Services and Support,NCEC/SS-C-5/7715,http://eqoilfield.com/,info@eqoilfield.com,+234 (0) 808 884 3126,88.33,88.0,88.21,auto_accept,
ENERGYDECK LIMITED,Procurement and Supplies,NCEC/PS-C-5/8135,https://www.energydeckltd.com.ng/,email@energydeckltd.com.ng,+234 803 043 1715,90.0,98.0,92.8,auto_accept,
ENG RYPAC LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/9467,https://engrypac.com/,info@engrypac.com,234-8101344342,89.79,88.0,89.16,auto_accept,
ENG RYPAC LIMITED,Consultancy Services,NCEC/CS-C-5/9578,https://engrypac.com/,info@engrypac.com,234-8101344342,88.12,88.0,88.08,auto_accept,
ENG RYPAC LIMITED,Quality Control Inspection and Testing,NCEC/QS-C-5/9580,https://engrypac.com/,info@engrypac.com,234-8101344342,88.12,88.0,88.08,auto_accept,
ENG RYPAC LIMITED,Fabrication and Construction,NCEC/FC-C-5/4514,https://engrypac.com/,info@engrypac.com,234-8101344342,93.12,88.0,91.33,auto_accept,
ENG RYPAC LIMITED,Procurement and Supplies,NCEC/PS-C-5/9466,https://engrypac.com/,info@engrypac.com,234-8101344342,88.12,88.0,88.08,auto_accept,
ENGINEERING AUTOMATION TECHNOLOGY LIMITED,Consultancy Services,NCEC/CS-C-5/7474,https://eatlng.com/,enquiries@eatlng.com,+234-901-033-6048,85.0,88.0,86.05,auto_accept,
ENGINEERING AUTOMATION TECHNOLOGY LIMITED,Fabrication and Construction,NCEC/FC-C-5/7475,https://eatlng.com/,enquiries@eatlng.com,+234-901-033-6048,85.0,88.0,86.05,auto_accept,
ENGINEERING AUTOMATION TECHNOLOGY LIMITED,Procurement and Supplies,NCEC/PS-C-5/9198,https://eatlng.com/,enquiries@eatlng.com,+234-901-033-6048,80.0,88.0,82.8,auto_accept,
ENGINEERING AUTOMATION TECHNOLOGY LIMITED,Quality Control Inspection and Testing,NCEC/QS-C-5/7758,https://eatlng.com/,enquiries@eatlng.com,+234-901-033-6048,87.5,88.0,87.67,auto_accept,
ENIFOME NIGERIA LIMITED,Procurement and Supplies,NCEC/PS-C-5/8610,https://www.enifomenigltd.com/,info@enifomenigltd.com,+234 811-282-5329,95.0,88.0,92.55,auto_accept,
ENS CATERING AND SUPERMARKET LIMITED,Non Moveable Assets,NCEC/DA-C-5/9328,https://www.adexen.com/company/255844,,,77.5,10.0,53.88,review_needed,
ENTERPRENUERSHIP AND INNOVATION CENTRE LIMITED,Consultancy Services,NCEC/CS-C-5/8869,https://eic.ng/,,,39.24,0.0,25.51,no_match,
ENVIRONQUEST NIGERIA LIMITED,Consultancy Services,NCEC/CS-C-5/8753,https://www.environmental-expert.com/companies/environquest-nigeria-limited-24964,,,86.74,10.0,59.88,auto_accept,
ENVISIOGLOBAL SERVICES LIMITED,Procurement and Supplies,NCEC/PS-C-5/8962,https://www.envisioglobal.com/,info@envisioglobal.com,04121682,85.0,96.0,88.85,auto_accept,
EOON GLOBAL RESOURCES LIMITED,Consultancy Services,NCEC/CS-C-5/8690,https://eoonglobalresources.com/home,info@eoonglobalresources.com,,88.42,50.0,74.97,auto_accept,
EPANOE NIGERIA LIMITED,Services and Support,NCEC/SS-C-5/7736,http://epanoe.com/about-us/,,,100.0,0.0,65.0,auto_accept,
EPENAL GROUP OF COMPANIES NIGERIA LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/8933,,,,0.0,0.0,0.0,no_match,
EPENAL GROUP OF COMPANIES NIGERIA LIMITED,Fabrication and Construction,NCEC/FC-C-5/4191,https://epenalgroup.com/,,,39.11,0.0,25.42,no_match,
EPSS PRIVATE SECURITY SERVICES LIMITED,Consultancy Services,NCEC/CS-C-5/8054,https://www.epsssecurity.com/,admin@epsssecurity.com,+234) 806 025 6803,87.27,98.0,91.03,auto_accept,
EQUE NIGERIA LIMITED,Consultancy Services,NCEC/CS-C-5/7190,https://www.equegroup.com/,,,85.0,0.0,55.25,auto_accept,
ERASKO ENERGY LIMITED,Fabrication and Construction,NCEC/FC-C-5/7525,https://eraskoenergy.com/,info@eraskoenergy.com,+234 1 342 3432,88.75,97.0,91.64,auto_accept,
ERASKO ENERGY LIMITED,Consultancy Services,NCEC/CS-C-5/9622,https://eraskoenergy.com/,info@eraskoenergy.com,+234 1 342 3432,88.75,97.0,91.64,auto_accept,
ERASKORP NIGERIA LIMITED,Consultancy Services,NCEC/CS-C-5/8017,http://www.eraskorp.com/about/,info@eraskorp.com,+234 (01) 3423432,95.0,87.0,92.2,auto_accept,
ERASKORP NIGERIA LIMITED,Non Moveable Assets,NCEC/DA-C-5/8152,https://www.eraskorp.com/,info@eraskorp.com,+234 (01) 3423432,90.0,88.0,89.3,auto_accept,
ERDIS Nigeria Limited,Construction and Movable Equipment,NCEC/EC-C-5/9096,https://www.erdisgroup.com/,,,85.0,0.0,55.25,auto_accept,
ERE INTEGRATED RESOURCES LIMITED,Procurement and Supplies,NCEC/PS-C-5/8022,https://www.erdisgroup.com/,,,38.18,0.0,24.82,no_match,
EREYI VENTURES NIGERIA LIMITED,Fabrication and Construction,NCEC/FC-C-5/4332,https://www.yumpu.com/en/document/view/54950400/corporate-affairs-commission,support@yumpu.com,0 15503,35.38,97.0,56.95,no_match,
ERIEMU RESOURCES LIMITED,Non Moveable Assets,NCEC/DA-C-5/9048,http://www.iyomoh.com.ng/construction/10046/eriemu-resources-limited,,,75.45,0.0,49.04,review_needed,
ERNEST INVESTMENT AND MANAGEMENT CONSULTING LIMITED,Consultancy Services,NCEC/CS-C-5/9485,http://erneintegratedsustainableinvestment.com/,,,36.44,0.0,23.69,no_match,
ERNEST INVESTMENT AND MANAGEMENT CONSULTING LIMITED,Non Moveable Assets,NCEC/DA-C-5/7785,http://erneintegratedsustainableinvestment.com/,,,36.44,0.0,23.69,no_match,
ESILOMA TECHNICAL SERVICES LTD,Procurement and Supplies,NCEC/PS-C-5/9668,https://esmsolutions.com/,support@esmsolutions.com,025 2025,12.32,98.0,42.31,no_match,
ESLOBOSE INTEGRATED SERVICES LIMITED,Services and Support,NCEC/SS-C-5/7895,https://www.esloboseng.com/,info@esloboseng.com,+234 (0)8037099891,88.33,98.0,91.71,auto_accept,
ESMA INDUSTRIAL ENTERPRISES LIMITED,Procurement and Supplies,NCEC/PS-C-5/9194,https://esmagroup.com/contact-us/,sales@esmagroup.com,0)4 883 9100,61.73,96.0,73.72,review_needed,
ESMOND TECHNICAL NIGERIA LIMITED,Non Moveable Assets,NCEC/DA-C-5/9106,https://en.52wmb.com/buyer/24303716,dataservice@52wmb.com,016-02-18,80.0,77.0,78.95,auto_accept,
ESSEX ENERGY LTD,Procurement and Supplies,NCEC/PS-C-5/7705,https://essexenergyusa.com/about-us/,,,79.35,0.0,51.58,review_needed,
ESTEE GLOBAL LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/8894,https://www.elcompanies.com/en/news-and-media/contact-us,,,33.82,0.0,21.98,no_match,
ESTOVA INTERNATIONAL LIMITED,Fabrication and Construction,NCEC/FC-C-5/4370,http://estovainternational.com/about.html,info@estovainternational.com,+234 806 847 3122,99.21,97.0,98.44,auto_accept,
ESU VENTURES LIMITED,Procurement and Supplies,NCEC/PS-C-5/9543,https://esuventuresoilandgas.com/,,,79.35,0.0,51.58,review_needed,
ETERNA PLC,Non Moveable Assets,NCEC/DA-C-3/8416,https://eternaplc.com/,,,75.0,10.0,52.25,review_needed,
ETERNA PLC,Procurement and Supplies,NCEC/PS-C-3/8358,https://eternaplc.com/,,,75.0,10.0,52.25,review_needed,
ETOPO CONTROL SERVICES NIGERIA LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/8516,https://www.worldenergynews.com/companies/company/etopo-control-services-nigeria-limited-222042,,002 234-8035-015409,75.29,25.0,57.69,review_needed,
EUNIPLAT ENERGY NIGERIA LIMITED,Procurement and Supplies,NCEC/PS-C-5/8769,https://euniplatenergy.com/,,,66.43,0.0,43.18,review_needed,
EUNISELL LIMITED,Services and Support,NCEC/SS-C-4/8913,https://eunisell.com/,info@eunisell.com,+234 1 4612476,90.0,88.0,89.3,auto_accept,
EUNISELL LIMITED,Manufacturing and Related Services,NCEC/MS-C-3/8128,https://eunisell.com/,info@eunisell.com,+234 1 4612476,91.67,88.0,90.39,auto_accept,
EVASIL ENGINEERING LIMITED,Consultancy Services,NCEC/CS-C-5/9327,https://myevasil.com/,info@myevasil.com,0 7167 2306,92.86,98.0,94.66,auto_accept,
EVEREST ENGINEERING SERVICES LIMITED,Fabrication and Construction,NCEC/FC-C-5/7263,https://www.everest.engineering/,hi@everest.engineering,00 081 123,75.0,98.0,83.05,review_needed,
EVERPRAISE TECHNOLOGIES LIMITED,Fabrication and Construction,NCEC/FC-C-5/8093,https://everpraisetechnologies.com/,,,79.32,0.0,51.56,review_needed,
EVIG SYSTEMS LIMITED,Procurement and Supplies,NCEC/PS-C-5/7214,https://evworldafrica.com/,hello@evworldafrica.com,+234 (812) 515-6465,36.52,88.0,54.54,no_match,
EVINFIELD LIMITED,Procurement and Supplies,NCEC/PS-C-5/7504,https://www.evinfield.com/,info@evinfield.com,+234 816 298 1641,90.0,98.0,92.8,auto_accept,
EVOMEC GLOBAL SERVICES LIMITED,Construction and Movable Equipment,NCEC/EC-C-2/9291,https://evomeclimited.com/n/,,,83.83,10.0,57.99,auto_accept,
EVOMEC GLOBAL SERVICES LIMITED,Consultancy Services,NCEC/CS-C-4/7987,https://evomeclimited.com/n/,,,85.5,10.0,59.08,auto_accept,
EVOMEC GLOBAL SERVICES LIMITED,Procurement and Supplies,NCEC/PS-C-5/9227,https://evomeclimited.com/n/,,,90.5,10.0,62.33,auto_accept,
EVOMEC GLOBAL SERVICES LIMITED,Quality Control Inspection and Testing,NCEC/QS-C-5/8178,https://evomeclimited.com/n/,,,83.0,10.0,57.45,auto_accept,
EVOMEC GLOBAL SERVICES LIMITED,Services and Support,NCEC/SS-C-5/7261,https://evomeclimited.com/n/,,,90.5,10.0,62.33,auto_accept,
EVOMEC GLOBAL SERVICES LIMITED,Fabrication and Construction,NCEC/FC-C-5/4516,https://evomeclimited.com/n/,,,85.5,10.0,59.08,auto_accept,
EX-CAROL ENGINEERING LIMITED,Procurement and Supplies,NCEC/PS-C-5/9215,https://rocketreach.co/boeing-canada-operations-limited-it-department_b7c68b0fc1895fc9,,,31.33,0.0,20.36,no_match,
EXCEL ENERGY SERVICES LIMITED,Procurement and Supplies,NCEC/PS-C-5/8710,https://www.excel-energy.com/,sales@excel-energy.com,0260205193844,75.0,98.0,83.05,review_needed,
EXCEL EXPLORATION AND PRODUCTION LIMITED,Non Moveable Assets,NCEC/DA-C-5/7285,https://www.excelep.com/about-us/,,,87.86,0.0,57.11,auto_accept,
EXMATSUR OILFIELD SUPPORT LIMITED,Consultancy Services,NCEC/CS-C-5/8159,https://www.zoominfo.com/p/David-Atabo/3954943104,,,43.12,0.0,28.03,no_match,
EXOIL ENERGIES LIMITED,Procurement and Supplies,NCEC/PS-C-5/8244,https://www.exoilenergies.com/,company@exoilenergies.com,+234 905 579 4689,78.85,98.0,85.55,review_needed,
EXPACH AND ASSOCIATES LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/7240,https://www.thecompanycheck.com/company/expach-digital-private-limited/U72900UP2019PTC112893,,,22.55,0.0,14.66,no_match,
EXPEDITE GLOBAL SERVICES LTD,Non Moveable Assets,NCEC/DA-C-5/8538,https://expediteglobalservicesltd.com/,,,74.48,0.0,48.41,review_needed,
EXPERIA ENERGY SERVICES LIMITED,Procurement and Supplies,NCEC/PS-C-5/7989,https://www.experiaenergy.org/services,info@experiaenergy.org,+234 803 708 0584,88.85,98.0,92.05,auto_accept,
EXPERIENCE VITION LIMITED,Procurement and Supplies,NCEC/PS-C-5/8436,https://visiongaspower.com/about-us-1,,+2348072294004,39.81,35.0,38.13,no_match,
EXPLOITS TRUST LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/7511,https://stltrustees.com/,stl@stltrustees.com,+234-1-6311264,30.53,98.0,54.14,no_match,
EXPRESS CONCERNS INTERNATIONAL LIMITED,Non Moveable Assets,NCEC/DA-C-5/7926,https://expressconcernsintl.com/,info@expressconcernsintl.com,0) 123-451 380,73.42,97.0,81.67,review_needed,
EXPRON SERVICE SOLUTIONS LIMITED,Services and Support,NCEC/SS-C-5/8955,https://expronenergy.com/,admin@expronenergy.com,0806 811 6499 0806 811 6499,49.41,88.0,62.92,no_match,
EXTERRAN NIGERIA LIMITED,Procurement and Supplies,NCEC/PS-C-5/8408,https://www.info-clipper.com/en/company/nigeria/exterran-nigeria-limited.ngde2d471.html,,+234 84------,76.0,35.0,61.65,review_needed,
EXXONMON WEST AFRICA ENERGY COMPANY LIMITED,Fabrication and Construction,NCEC/FC-C-5/4733,https://www.exxonmonwestafrica.com/,info@exxonmonwestafrica.com,+2348037429594,93.33,98.0,94.96,auto_accept,
EZION-GEBER ENERGY LIMITED,Fabrication and Construction,NCEC/FC-C-5/6429,https://www.eziongeberenergy.com/,info@eziongeberenergy.com,+234 8038162440,93.12,98.0,94.83,auto_accept,
FAB-RANK NIGERIA LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/9508,https://www.fabranknig.com/,,,84.0,0.0,54.6,auto_accept,
FADFAE ENGINEERING SERVICES LIMITED,Consultancy Services,NCEC/CS-C-5/9655,https://fadfae.com.ng/,info@fadfae.com.ng,+234 906 778 7991,72.5,98.0,81.42,review_needed,
FADFAE ENGINEERING SERVICES LIMITED,Quality Control Inspection and Testing,NCEC/QS-C-5/9354,https://fadfae.com.ng/,info@fadfae.com.ng,+234 906 778 7991,65.0,98.0,76.55,review_needed,
FAFA SYSTEMS NIGERIA LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/9321,https://www.cfaoequipment-nigeria.com/en/news/cfao-equipment-nigeria-now-the-official-co-distributor-of-sinotruk-howo-in-nigeria,,,39.36,0.0,25.58,no_match,
FAFA SYSTEMS NIGERIA LIMITED,Procurement and Supplies,NCEC/PS-C-5/7958,https://fogng.com/pss/,info@fogng.com,+234 708 671 3812,42.24,96.0,61.06,no_match,
FAIRTEX NIGERIA LIMITED,Fabrication and Construction,NCEC/FC-C-5/5858,https://fairtex.com.ng/about.secured,info@fairtex.com.ng,+234 809 954 2111,100.0,87.0,95.45,auto_accept,
FAIRTEX NIGERIA LIMITED,Consultancy Services,NCEC/CS-C-5/9329,https://fairtex.com.ng/about.secured,info@fairtex.com.ng,+234 809 954 2111,95.0,87.0,92.2,auto_accept,
FAIRTEX NIGERIA LIMITED,Procurement and Supplies,NCEC/PS-C-5/8761,https://fairtex.com.ng/about.secured,info@fairtex.com.ng,+234 809 954 2111,95.0,87.0,92.2,auto_accept,
FAITHEZEE GLOBAL RESOURCES LTD,Procurement and Supplies,NCEC/PS-C-5/9062,https://www.faithezeeglobalresources.com/,,,73.75,0.0,47.94,review_needed,
FALCONWOOD NIGERIA LIMITED,Consultancy Services,NCEC/CS-C-5/8736,http://www.falconwoodng.com/,info@falconwoodng.com,+234 906 179 4153 19,90.0,98.0,92.8,auto_accept,
FANCH ENERGY SERVICES LIMITED,Consultancy Services,NCEC/CS-C-5/8681,https://www.fanch-energy.com/,,,90.0,10.0,62.0,auto_accept,
FANRABI ENERGY SERVICES NIG LTD,Procurement and Supplies,NCEC/PS-C-5/7512,https://fanenergy.org.ng/,info@fanenergy.org.ng,+2348098127484,64.5,98.0,76.22,review_needed,
FANTEK VENTURES LIMITED,Procurement and Supplies,NCEC/PS-C-5/7931,https://www.fantek.es/about-us,,0 1985 2005 2008 2016,31.43,25.0,29.18,no_match,
FARITE GLOBAL NIGERIA LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/8642,https://fariteglobal.com/index.html,clemirite@fariteglobal.com,+234 8073796416,90.42,98.0,93.07,auto_accept,
